url,title,date,body
https://www.elsalvador.com/noticias/nacional/gobierno-abusa-de-sus-facultades-dice-secretario-fmln/1192326/2025/,"Gobierno “abusa” de sus facultades, dice secretario del FMLN - Noticias de El Salvador",Date not found,"El periodismo que hacemos requiere tiempo, esfuerzo y pasión. Cada reportaje es para mantener informado y contar historias que marcan la diferencia Manuel Flores dijo que el tema de la minería, el desempleo, el desalojo y la migración “es una bomba de tiempo”. El secretario general del partido Frente Farabundo Martí para la Liberación Nacional (FMLN), Manuel Flores, señaló al gobierno y a los diputados oficialistas de la Asamblea Legislativa de abusar de sus facultades. Acusó a los funcionarios de turno de privilegiar sus negocios. “Los nuevos abusivos que están abusando del poder que les ha dado este pueblo. Juraron defender la Constitución y están pasando sobre la Constitución, sobre las leyes del país”, dijo. En el programa Encuentro TVX de este martes criticó el retiro de los comerciantes y negocios del Centro Histórico de San Salvador que no cumplen con los requisitos que exige la Autoridad de Planificación de dicha zona. “Todos los están desalojando, no les dan opción, a la gente le dicen ‘mire quítese, tiene 24 horas, váyase’ no les dan opción”, agregó. “Sigan así diputados de Nuevas Ideas, signa así gobierno, sigan así de prepotentes y de sobrados. Así le pasó a ARENA y en parte así le pasó al Frente con algunos funcionarios que no entendieron que siempre hay que estar con la gente”, expresó. Insistió en el daño ambiental que genera la minería metálica y mucho más en un territorio pequeño como el de El Salvador. “Ahora entiendo porqué no han reactivado la economía en el agro, ¿saben por qué? Porque son esas zonas que van a explotar, que están comprando”, manifestó Flores. Recordó que dio su voto cuando fue diputado por la ley de prohibición de la minería metálica en 2017. Indicó que el tema de la minería, el desempleo, el desalojo y la migración “es una bomba de tiempo”. Según Flores, el desarrollo del país se logrará con un impulso a la micro economía, la pequeña empresa y los emprendedores. Expuso que existe una “persecución” a los pequeños negocios y los de subsistencia de parte del gobierno, al que calificó de “ultraderecha”. Flores reprocha que “nadie protesta” con el uso del 50% de las tasas municipales para una nueva autoridad encargada de la recolección de desechos, aprobada por ley en la Asamblea. “Aquí hace el gobierno lo que quiera, porque hay miedo en la gente por el régimen de excepción”, expuso. Sobre las críticas al FMLN, Flores reconoció que dirige el partido de izquierda en “el momento más crítico, a punto de desaparecer”, pues no tienen diputados en la Asamblea Legislativa ni alcaldes, pese a que se posicionó como segunda fuerza en las elecciones presidenciales. Aseguró que se encuentran en un proceso de reorganización. “Las estrategias no se dicen”, expuso y que se preparan para la conmemoración de los Acuerdos de Paz."
https://diario1.com/zona-deportiva/2025/01/el-real-madrid-se-regala-una-goleada-en-cartagena-antes-de-la-supercopa/,,,
https://www.contrapunto.com.sv/muro-colapso-tras-sismo-en-san-salvador-y-dejo-a-una-persona-herida/,Muro colapsó tras sismo en San Salvador y dejó a una persona herida,Date not found,"Una persona quedó atrapada tras el colapso de un muro en San Salvador, provocado por un sismo. Fue rescatada y atendida por Cruz Verde Salvadoreña. Una persona quedó atrapada bajo los escombros de un muro que colapsó en la colonia Las Flores, calle Agua Caliente, San Salvador Este, tras el sismo registrado la tarde del lunes 5 de enero a las 5:37 p. m.; La víctima, cuya identidad no ha sido revelada, fue localizada por un residente del lugar y posteriormente rescatada por elementos de Cruz Verde Salvadoreña, quienes le brindaron primeros auxilios antes de trasladarla a un centro asistencial. Este sismo fue una de las réplicas del movimiento telúrico de magnitud 6.3 que ocurrió frente a la costa de La Paz a las 11:18 a.m. del domingo 5 de enero. Según el Ministerio de Medio Ambiente, desde entonces se han registrado 147 réplicas, de las cuales 21 han sido sentidas por la población. Las autoridades explicaron que esta actividad sísmica es producto del proceso de subducción entre las placas de Cocos y Caribe. No se reporta amenaza de tsunami para las costas salvadoreñas."
https://www.laprensagrafica.com/elsalvador/El-Chino-Flores-secretario-del-FMLN-dice-que-reactivara-al-partido-20250107-0097.html,,,
https://lapagina.com.sv/deportes/ancelotti-se-lleva-a-arabia-a-cuatro-canteranos-y-a-alaba-para-buscar-el-tercer-titulo-de-la-temporada/,Ancelotti se lleva a Arabia a cuatro canteranos y a Alaba para buscar el tercer título de la temporada – Diario La Página,Date not found,"Ancelotti se lleva a Arabia a cuatro canteranos y a Alaba para buscar el tercer título de la temporada – Diario La Página El Real Madrid ha hecho pública la convocatoria de jugadores que Carlo Ancelotti se llevará a Arabia para disputar en Yeda la Supercopa de España. Los blancos se medirán al Mallorca en semifinales, partido que se disputará en el estadio Rey Abdullah el próximo jueves , y en caso de ganar ese encuentro se medirá el domingo a las 20:00 horas al ganador del Barça-Athletic que se disputará este miércoles a la misma hora. En la convocatoria de Ancelotti aparecen cuatro canteranos que trabajan con asiduidad con el primer equipo, alguno de ellos llegó a debutar el pasado lunes en Copa del Rey ante el Deportivo Minera en Cartagena. En la portería Fran González acompañará a Courtois y a Lunin, la defensa contará con los dos Aguado, el central Diego y el lateral Lorenzo, y en ataque vuelve a contar con el gaditano Daniel Yáñez, de 17 años. También aparece Raúl Asencio, canterano de La Fábrica, pero jugador de la primera plantilla a todos los efectos desde el pasado mes de noviembre. Yáñez es un delantero muy dinámico que ya debutó oficialmente con el Real Madrid ante el Girona en Montilivi en Liga. Un jugador que también viajó a Anfield y que ha sido decisivo en la Youth League para los blancos. Yáñez es el máximo goleador del Madrid en la Youth League con cuatro goles en cinco partidos, tres de ellos (ante Stuttgart, Milan y Liverpool) claves para sumar los nueve puntos que han permitido al Madrid sellar su pase a dieciseisavos. Además de los canteranos, destaca la inclusión en la lista del austriaco David Alaba, con el que el técnico espera poder contar a partir del 20 de febrero, una vez se ha recuperado de su lesión de ligamento cruzado que lo ha tenido en el dique seco más de un año. Entre las bajas destacan las de larga duración de Dani Carvajal y Eder Militao. I allow to use my email address and send notification about new comments and replies (you can unsubscribe at any time)."
https://www.elsalvador.com/opinion/editoriales/mineria-/1192178/2025/,Un equipo técnico–científico - Noticias de El Salvador,Date not found,"El periodismo que hacemos requiere tiempo, esfuerzo y pasión. Cada reportaje es para mantener informado y contar historias que marcan la diferencia Definitivamente este proceso donde va incursionar el país, en el tema de la minería metálica, sin duda un gran equipo técnico-científico, económico y social se estaría orquestando para formular un ambicioso plan quirúrgico que permita la explotación minera sin vulnerar mantos acuíferos y la salud de las personas, que mediante un mecanismo de transparencia proporcionado por el Órgano Ejecutivo, vía el ministerio del Medio ambiente, comunique y genere suficiente información como para que la población esté tranquila. Hay que pensar con la cabeza fría. es importante ante un tema que nos genera ilusión dejar que se enfríe la emoción de algo que nos cautiva y apasiona, anhelos por los que la humanidad siempre se ha obsesionado en torno a varias cosas que parecieran solucionar nuestras necesidades básicas como país, si bien El Salvador es un país pobre, que sobrevive de las remesas y que produce muy pocas cosas. Solo pensar en algo que nos podría sacar de la pobreza y generar riqueza, como el oro, el litio, el petróleo, la plata, etc. es algo que nos llena de optimismo, pero debemos tomar con cautela y apelar a la razón. Históricamente El Salvador es un país con un reducido territorio, ya con anterioridad se ha hablado, desde ser una provincia del Reino de Guatemala en el periodo colonial, hasta que se conformó el Estado salvadoreño posteriormente a la Independencia nosotros quedamos prácticamente con un territorio reducido y con el devenir de los años nuestra población ha se incrementado. Recientemente analizaba un relato en un video de las redes sociales sobre un veterano de la guerra de 1969 entre El Salvador y Honduras. La versión propia de este militar hondureño de la Guerra de las 100 Horas, o mal llamada Guerra del Fútbol, decía el nonagenario veterano que El Salvador necesitaba invadir Honduras tomar sus tierras que los hondureños no trabajaban y producían por su poca inclinación a la actividad agrícola; en cambio, del lado salvadoreño había una voracidad por producir y extenderse en más territorio. Eso como parte de la percepción militar de los hondureños que hasta cierto punto se transformó en xenofobia y odio a los compatriotas. Pero ancestralmente en Honduras existieron muchas familias salvadoreñas que no solo por el tema agrícola se asentaron en tierras del hermano país, por cuestiones étnicas, culturales y hasta de parentesco, porque somos pueblos hermanos, compartimos tradiciones, intercambio comercial, etc. Pero El Salvador siempre ha estado en desventaja territorial junto a monstruos territoriales como Honduras, Guatemala y no se diga Nicaragua; vastos territorios con abundantes recursos naturales a su favor. Pero siempre está en nuestros sueños como nación, al ver que otros países poseen vasto recursos y de alguna manera poderosos tesoros naturales como el petróleo , gas natural , oro , plata y cobre; siempre en nuestra conciencia y en nuestro subconsciente permanece ese sueño y fantasía, anhelo de encontrar un tesoro que nos generará bonanza económica por muchos siglo, entre ellos algún mineral, yacimientos petroleros y que bajo nuestros pies hay suficiente oro, esmeraldas, rubíes y otro tipo de materiales pétreos que se concentraron en la litosfera y que proveen un tesoro invaluable que solo está esperando que sea explotado por nosotros . Parte del mismo anhelo humano por el enriquecimiento, pero incluso los países ricos en recursos naturales, potencias petroleras como lo es Venezuela han necesitado de la tecnología de otros países para explotar sus recursos naturales, en el caso de Venezuela , el petróleo y la industria petrolera las tecnologías las han proveído otros países, entre ellos el imperio que tanto detestan: Estados Unidos. También en Chile, Bolivia, Argentina, donde actualmente se están explotando algunos recursos naturales que están proveyendo insumos para la tecnología como las baterías de litio, algo muy importante para la industria de la movilidad eléctrica. Estas minas de litio que se extrae en los salares de vastos lagos que se han secado en la zona sur de América y que en esos salares está presente el preciado litio sujeto a un proceso de obtención, aún estos países necesitan de otros países que poseen la tecnología para la explotación, entonces no es tan fácil como venir y pensar; decir que nuestro país es rico y que únicamente escarbando vamos a sacar oro y materiales y hacernos ricos, sino que es un proceso y en ese proceso hay temas legales, hay temas tecnológicos y hay temas de cooperación ; además hay temas de explotación que no necesariamente respetan el medio ambiente Definitivamente este proceso donde va incursionar el país, en el tema de la minería metálica, sin duda un gran equipo técnico-científico, económico y social se estaría orquestando para formular un ambicioso plan quirúrgico que permita la explotación minera sin vulnerar mantos acuíferos y la salud de las personas, que mediante un mecanismo de transparencia proporcionado por el Órgano Ejecutivo, vía el ministerio del Medio ambiente, comunique y genere suficiente información como para que la población esté tranquila. Eso sin contar con otro gran mecanismo de garantes que informen sobre los avances económicos que generará el boom del oro en el país. Esperamos."
https://infodemia.com.sv/el-gobierno-declara-confidenciales-los-estudios-sobre-mineria-en-el-salvador,El Gobierno declara confidenciales los estudios sobre minería en El Salvador | Infodemia.,Date not found,"El Gobierno de Nayib Bukele declaró como confidenciales los estudios preliminares sobre la presencia de minerales estratégicos en el país, incluidos oro, litio, cobalto y níquel, justificando que la información constituye un secreto comercial. En diciembre, la bancada oficialista y sus aliados en el Congreso aprobaron de forma exprés una nueva ley de minería metálica en el país. Organizaciones civiles y la Iglesia Católica impulsan una campaña de recolección de un millón de firmas para protestar por la legislación y pedir su derogación. El Gobierno de El Salvador declaró como información confidencial los estudios preliminares sobre la presencia de minerales en el territorio del país por ser determinada como un secreto comercial. Infodemia solicitó a la Dirección General de Energía Hidrocarburos y Minas (DGEHM) los estudios preliminares relacionados con la presencia de minerales estratégicos relacionados con la presencia de oro, litio, cobalto y níquel en el territorio salvadoreño que fueron anunciado por el presidente Nayib Bukele en cadena nacional. La petición de este medio también incluyó una solicitud específica de informes técnicos que detallen los hallazgos y el nombre de las instituciones responsables de los análisis realizados. Sin embargo, la DGEHM emitió una resolución señalando que la información sobre los estudios sobre la presencia de minería en El Salvador está protegida bajo la Ley de Acceso a la Información Pública (LAIP), artículo 24, literal d. “La información solicitada respecto a los estudios es confidencial por clasificarse como secreto comercial, por contener datos personales, bienes y servicios relacionados con la obtención de nuevos conocimientos técnicos, procesos La resolución señaló que el Instituto de Acceso a la Información Pública determinó los requisitos del secreto comercial para que la información se pueda considerar confidencial, encontrándose estos en los “Criterios Resolutivos del Instituto de Acceso a la Información Pública 2013-2017. Para ello se establecen tres requisitos para considerar confidencial una información bajo la categoría de secreto comercial: “(i) que la información genere ventaja competitiva, (ii) que se refiera a formas de distribución y comercialización, y (iii) que se hayan adoptado los medios o sistemas necesarios para su protección”. “El secreto comercial busca proteger a las empresas que invirtieron en adquirir nuevos conocimientos técnicos, procesos productivos o procedimientos de comercialización de bienes y servicios para constituir un valor agregado que tiene un costo económico en el mercado”, indica la resolución firmada por el Oficial de Información, José Antonio Jovel. En diciembre de 2024, la Asamblea Legislativa aprobó de forma exprés un proyecto de ley  que permite la reactivación de la minería metálica en El Salvador. Esta legislación establece lineamientos sobre la extracción de minerales estratégicos en el país, incluyendo medidas relacionadas con la exploración y explotación de recursos naturales. Días antes, el presidente Nayib Bukele informó que habían realizado estudios que determinaron la presencia de elementos que podrían servir en el desarrollo de nuevas tecnologías. La declaración del mandatario evidenciaba una violación de la ley de prohibición de la minería de 2017, ya que esta limitaba en el artículo 3 labores de exploración, explotación, extracción y procesamiento de minerales metálicos. “Según nuestros estudios iniciales hemos encontrado metales de la cuarta revolución industrial, como litio, cobalto y níquel, que sirven para hacer las baterías para vehículos eléctricos y almacenamiento de energía renovable”, mencionó el presidente Nayib Bukele, impulsan una campaña de recolección de un millón de firmas en todo el país para protestar por la legislación y exigir la derogación. Además, el 77.6% manifestó estar muy preocupado por los problemas ambientales que enfrenta el país. El estudio también señala que el 77.8% considera muy peligroso vivir cerca de una mina."
https://dev.elmundo.sv/politica/salvadorenos-califican-con-773-el-trabajo-de-nayib-bukele-segun-encuesta-ufg,,,
https://www.revistafactum.com/entrevista-martin-baron/,"""Algunos republicanos piensan que deberían seguir la estela de Bukele"": Martin Baron - Revista Factum",Date not found,"El regreso de Trump a la Casa Blanca pone en jaque a la democracia. A la de Estados Unidos y la del mundo. Martin Baron, exdirector de The Washington Post, advierte en esta entrevista sobre la marea populista que se avecina con el segundo gobierno del magnate. Una oleada que beneficiará a unos pocos, como al presidente salvadoreño Nayib Bukele, que se ha empeñado en los últimos años en cimentar su autoritarismo."
https://dev.elmundo.sv/politica/encuesta-ufg-un-4833-cree-que-el-pais-no-tiene-las-condiciones-para-la-mineria-metalica,,,
